design,design_name,config,flow_status,total_runtime,routed_runtime,(Cell/mm^2)/Core_Util,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Final_Util,Peak_Memory_Usage_MB,synth_cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,pin_antenna_violations,net_antenna_violations,lvs_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,DecapCells,WelltapCells,DiodeCells,FillCells,NonPhysCells,TotalCells,CoreArea_um^2,power_slowest_internal_uW,power_slowest_switching_uW,power_slowest_leakage_uW,power_typical_internal_uW,power_typical_switching_uW,power_typical_leakage_uW,power_fastest_internal_uW,power_fastest_switching_uW,power_fastest_leakage_uW,critical_path_ns,suggested_clock_period,suggested_clock_frequency,CLOCK_PERIOD,FP_ASPECT_RATIO,FP_CORE_UTIL,FP_PDN_HPITCH,FP_PDN_VPITCH,GRT_ADJUSTMENT,GRT_REPAIR_ANTENNAS,MAX_FANOUT_CONSTRAINT,PL_TARGET_DENSITY,RUN_HEURISTIC_DIODE_INSERTION,STD_CELL_LIBRARY,SYNTH_STRATEGY
/openlane/designs/Random_forest_top_ver3,Random_forest_top_ver3,RUN_2025.05.10_06.20.59,flow completed,0h4m44s0ms,0h3m15s0ms,91051.75582366058,0.07962504329999999,36420.702329464235,-1,46.300599999999996,724.25,2736,0,0,0,0,0,0,0,0,0,0,0,59445,18145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31997153.0,0.0,25.68,23.64,2.33,5.46,0.0,15285,42005,838,26329,0,0,0,17243,137,85,328,349,2176,98,28,8314,2841,2649,12,3270,990,1104,2234,2900,10498,70028.4128,0.00276,0.00113,2.18e-05,0.00353,0.00146,5.1e-07,0.00407,0.00173,5.16e-07,1.91,10.0,100.0,10,1,40,30,30,0.3,1,8,0.45,1,sky130_fd_sc_hd,AREA 0
